sale_id,agent_id,product_id,sale_amount,timestamp,branch_id,team_id
S632b18,Ac1c311,P100,2419.72,2025-02-12 22:52:06.471135,B102,T560871
S9b6e96,Abd4eb1,P108,5760.47,2025-03-16 09:52:06.471135,B108,Tdeaf0d
S177635,Ad935af,P100,1932.28,2025-02-04 10:52:06.471135,B108,Tdeaf0d
Se6d40d,Ad90e4b,P101,9007.41,2025-01-29 16:52:06.471135,B109,T6b2b55
S7811a3,Ae9d5ea,P103,3535.81,2025-01-15 21:52:06.471135,B108,Taca0a3
S2fe4db,Ae09f19,P107,7187.47,2025-02-08 19:52:06.471135,B100,Tcd992c
Sd53ba4,Aa9cc74,P102,3260.09,2025-03-02 04:52:06.471135,B104,T0c1ead
S9d606d,A6deb32,P102,4812.18,2025-01-08 09:52:06.471135,B102,T560871
S3ba1ce,A5217fe,P103,4002.01,2025-01-01 13:52:06.471135,B101,Tfe9c98
S318101,A9ace53,P101,2454.24,2025-03-18 21:52:06.471135,B104,Tc17519
S73506d,Ad2722f,P107,4849.18,2025-03-08 11:52:06.471135,B105,T4ef091
S24a1fe,A992c40,P100,9505.46,2025-01-10 15:52:06.471135,B106,T9316d4
S1d6558,Aee0f1c,P103,8511.36,2025-03-06 14:52:06.471135,B108,Tdeaf0d
Sa940db,A2dd334,P104,1376.46,2025-02-20 17:52:06.471135,B100,T43fe72
S526d5f,Ae136ae,P102,2890.69,2025-01-02 00:52:06.471135,B106,T51c14f
S675f76,A1cdd49,P103,4183.11,2025-03-22 16:52:06.471135,B108,Taca0a3
Sffa2a3,Ad78b11,P101,7745.3,2025-02-18 08:52:06.471135,B100,T43fe72
Sce3ed0,A6e30e4,P101,8932.75,2025-01-16 18:52:06.471135,B108,Tdeaf0d
S4d51e0,A36a3b0,P104,9320.39,2025-01-19 12:52:06.471135,B101,Tfe9c98
S6a2a11,Abd4eb1,P108,8296.74,2025-03-23 12:52:06.471135,B108,Tdeaf0d
S07140c,Ad1cf2d,P107,1972.86,2025-01-17 11:52:06.471135,B105,T4ef091
Sde95b3,Aa9cc74,P100,2796.16,2025-02-25 20:52:06.471135,B104,T0c1ead
S7cefd4,A62ae21,P105,8384.83,2025-02-09 22:52:06.471135,B104,T0c1ead
S4529af,Ad1cf2d,P108,6940.3,2025-01-24 13:52:06.471135,B105,T4ef091
S2ed065,A6e30e4,P102,8779.18,2025-02-07 21:52:06.471135,B108,Tdeaf0d
S1837fc,Af07b98,P107,5584.65,2025-02-10 09:52:06.471135,B105,Tc64e08
Sb97f18,A2dd334,P107,8893.35,2024-12-30 16:52:06.471135,B100,T43fe72
S7cfc2f,A85ae7e,P108,9662.81,2025-01-19 07:52:06.471135,B102,T74bf2a
S284fe7,A6deb32,P101,6369.14,2024-12-31 16:52:06.471135,B102,T560871
Sd4d3e1,A8ab9c9,P107,6455.88,2025-02-06 02:52:06.471135,B107,T1f4fa0
Sc8f287,Af4a0a5,P105,2710.71,2025-02-15 07:52:06.471135,B100,T43fe72
Sfb2dd2,Ad78b11,P103,1015.22,2025-03-28 02:52:06.471135,B100,T43fe72
S8f0241,Adcd55f,P106,1629.76,2025-02-12 02:52:06.471135,B108,Taca0a3
Sd110ee,A992c40,P105,6970.49,2025-03-16 23:52:06.471135,B106,T9316d4
S7b69ce,A8ab9c9,P104,3783.56,2025-02-04 05:52:06.471135,B107,T1f4fa0
Sac7eb6,A9f9ea4,P100,7274.88,2025-02-07 01:52:06.471135,B109,T6b2b55
S3172b5,Aa54975,P102,6984.36,2025-01-21 02:52:06.471135,B105,T4ef091
S949344,A6deb32,P101,9125.25,2025-03-24 12:52:06.471135,B102,T560871
S5519d1,A32ac50,P103,8503.53,2025-02-17 06:52:06.471135,B104,T0c1ead
Sbb9304,A2813d0,P103,4868.99,2025-02-01 19:52:06.471135,B105,Tc64e08
S2dfaff,A62ae21,P104,3900.24,2025-03-15 09:52:06.471135,B104,T0c1ead
S28638e,A6e30e4,P102,2923.31,2025-02-22 10:52:06.471135,B108,Tdeaf0d
S8d8aa9,A4a1537,P108,1763.16,2025-01-18 10:52:06.471135,B109,Ta0b22b
Sce971b,A36a3b0,P106,6573.35,2025-03-22 09:52:06.471135,B101,Tfe9c98
S0eff69,A2dd334,P104,3793.78,2025-01-27 10:52:06.471135,B100,T43fe72
S95d389,A6e30e4,P101,1415.92,2025-01-14 13:52:06.471135,B108,Tdeaf0d
S0e69ca,Ad2722f,P107,5098.75,2025-03-15 15:52:06.471135,B105,T4ef091
Sfb8592,Ad1cf2d,P108,5449.39,2025-03-27 01:52:06.471135,B105,T4ef091
Sa15fba,A7c5aa6,P102,7188.6,2025-01-15 09:52:06.471135,B105,T4ef091
S4354f9,Ad935af,P105,2582.98,2025-02-19 20:52:06.471135,B108,Tdeaf0d
S187f18,Aee0f1c,P101,6016.65,2025-02-24 14:52:06.471135,B108,Tdeaf0d
S3f2271,A9449a5,P109,8212.75,2025-02-23 17:52:06.471135,B101,T53f16f
S0e8618,A6deb32,P108,6359.07,2025-03-05 06:52:06.471135,B102,T560871
S49b49e,Ae136ae,P102,9028.18,2025-03-16 12:52:06.471135,B106,T51c14f
S770a9c,Adcd55f,P101,9074.87,2025-03-08 03:52:06.471135,B108,Taca0a3
S920b65,A4edf2f,P100,7765.99,2025-02-22 21:52:06.471135,B100,Tcd992c
S60b95c,A7c5aa6,P108,6640.74,2025-03-04 04:52:06.471135,B105,T4ef091
S5d2adf,Aa9cc74,P102,7421.9,2025-02-21 15:52:06.471135,B104,T0c1ead
Sefcc44,Aa86f65,P102,3877.39,2025-01-30 23:52:06.471135,B109,T6b2b55
Sd6ddea,Ae136ae,P101,2357.48,2025-01-06 17:52:06.471135,B106,T51c14f
Sa39eeb,A13c277,P105,7357.77,2025-03-25 17:52:06.471135,B109,T6b2b55
Scb6a70,A8ab9c9,P104,3977.93,2025-02-19 02:52:06.471135,B107,T1f4fa0
Sa2308c,Ae9d5ea,P105,2861.51,2025-02-18 14:52:06.471135,B108,Taca0a3
S3a17df,A85ae7e,P102,9514.56,2025-02-15 07:52:06.471135,B102,T74bf2a
S113ccf,A4edf2f,P104,5292.82,2025-03-11 01:52:06.471135,B100,Tcd992c
Seef7d5,Ae2c296,P105,8681.03,2025-02-04 01:52:06.471135,B102,T74bf2a
S5a51d6,Adcd55f,P101,7611.71,2025-03-06 12:52:06.471135,B108,Taca0a3
S025a4a,Ad1cf2d,P108,3456.42,2025-02-27 20:52:06.471135,B105,T4ef091
Sc6fa81,A8ab9c9,P100,4025.17,2024-12-31 01:52:06.471135,B107,T1f4fa0
Sc6e520,Aecf2c7,P106,2485.4,2025-02-17 12:52:06.471135,B106,T9316d4
S0f17ce,A2dd334,P107,5807.11,2025-01-13 08:52:06.471135,B100,T43fe72
Sfea26b,Abd4eb1,P108,6967.0,2025-03-13 07:52:06.471135,B108,Tdeaf0d
Sbac640,Ad78b11,P103,2221.3,2025-03-20 02:52:06.471135,B100,T43fe72
S5c4657,Af07b98,P107,3341.41,2025-01-19 14:52:06.471135,B105,Tc64e08
S767c02,A7c5aa6,P108,3941.61,2025-01-24 03:52:06.471135,B105,T4ef091
S84ce8d,A9449a5,P104,3270.44,2025-02-01 02:52:06.471135,B101,T53f16f
Sc4d688,A32ac50,P106,7741.22,2025-02-25 13:52:06.471135,B104,T0c1ead
S167a20,A36a3b0,P104,6851.3,2025-02-09 20:52:06.471135,B101,Tfe9c98
Saa3e2e,A992c40,P100,2794.25,2024-12-30 20:52:06.471135,B106,T9316d4
Sfe911e,Aa9cc74,P100,3146.9,2025-03-16 17:52:06.471135,B104,T0c1ead
S6d9139,A039264,P101,6075.73,2025-03-22 16:52:06.471135,B103,T3954bc
S90dc46,Ae9d5ea,P106,3306.19,2025-02-25 11:52:06.471135,B108,Taca0a3
S9f13e2,A6deb32,P101,6465.23,2025-01-18 08:52:06.471135,B102,T560871
Sd098fe,A5a86ef,P105,1972.89,2025-01-16 22:52:06.471135,B108,Taca0a3
S2be9cf,Ad935af,P105,7096.13,2025-02-05 07:52:06.471135,B108,Tdeaf0d
Sc75e17,A2dd334,P107,2784.97,2025-02-16 11:52:06.471135,B100,T43fe72
Sdaa21a,Adcd55f,P106,7952.33,2025-01-10 11:52:06.471135,B108,Taca0a3
S420566,A039264,P106,4124.83,2025-03-09 14:52:06.471135,B103,T3954bc
Sdf105e,A505270,P103,1620.61,2025-03-22 00:52:06.471135,B102,T560871
Sd9af30,A2dd334,P107,8400.98,2024-12-29 02:52:06.471135,B100,T43fe72
S4d0757,Adcd55f,P106,6720.27,2025-02-21 00:52:06.471135,B108,Taca0a3
S9721f2,Ae09f19,P103,4919.38,2025-03-27 17:52:06.471135,B100,Tcd992c
Sce2bec,A6deb32,P108,3430.74,2025-03-04 09:52:06.471135,B102,T560871
S677b5a,A7c5aa6,P108,8431.61,2025-02-25 02:52:06.471135,B105,T4ef091
S6646d1,A5a86ef,P106,8476.58,2025-02-06 20:52:06.471135,B108,Taca0a3
S760d91,Aa54975,P102,3194.77,2025-02-01 03:52:06.471135,B105,T4ef091
Sc5099d,Abaa830,P103,7013.7,2025-03-10 08:52:06.471135,B102,T560871
S56fe5a,A36a3b0,P103,8658.58,2024-12-31 04:52:06.471135,B101,Tfe9c98
Sd66e0a,A992c40,P100,4193.42,2025-02-27 19:52:06.471135,B106,T9316d4
Sd3eee4,A6deb32,P101,8922.88,2025-02-08 21:52:06.471135,B102,T560871
Sb5f193,A9ace53,P105,5649.65,2025-03-08 13:52:06.471135,B104,Tc17519
Sc3c06d,A2813d0,P107,7480.67,2025-01-06 20:52:06.471135,B105,Tc64e08
S10a57c,A2813d0,P101,7215.48,2025-03-08 20:52:06.471135,B105,Tc64e08
Sb3b490,A2813d0,P101,1837.48,2025-02-22 13:52:06.471135,B105,Tc64e08
S27725a,A7c5aa6,P102,3189.75,2025-02-17 11:52:06.471135,B105,T4ef091
Sd8ed1d,A85ae7e,P108,5778.3,2025-02-26 06:52:06.471135,B102,T74bf2a
S792bb5,A36a3b0,P103,4166.29,2025-03-07 23:52:06.471135,B101,Tfe9c98
Sdbebeb,Ad90e4b,P102,3262.63,2025-01-30 22:52:06.471135,B109,T6b2b55
S5b0a5e,Abef6a3,P102,2075.99,2025-01-20 23:52:06.471135,B106,T9316d4
Sf192e4,A28a855,P104,2723.87,2025-03-25 18:52:06.471135,B100,Tcd992c
S7832ac,A1cdd49,P101,7521.27,2025-02-26 21:52:06.471135,B108,Taca0a3
Scec4b3,A9449a5,P108,3666.22,2025-01-08 19:52:06.471135,B101,T53f16f
Sc08194,A28a855,P101,1127.34,2025-01-18 22:52:06.471135,B100,Tcd992c
S4d936a,A4a1537,P103,9768.65,2025-01-31 14:52:06.471135,B109,Ta0b22b
Sb6ebe2,A4edf2f,P100,6740.83,2025-03-26 17:52:06.471135,B100,Tcd992c
S62720c,Ae9d5ea,P105,6166.58,2025-01-09 13:52:06.471135,B108,Taca0a3
S1adf0d,A32ac50,P103,4066.35,2025-02-27 03:52:06.471135,B104,T0c1ead
S9ba608,A13c277,P100,2026.78,2025-01-29 04:52:06.471135,B109,T6b2b55
Sd99e90,A2813d0,P102,1666.74,2025-02-17 04:52:06.471135,B105,Tc64e08
Sae3b8b,A5fcf24,P107,8300.28,2025-01-15 17:52:06.471135,B109,Ta0b22b
S653d9d,A8089b0,P100,2066.06,2025-01-06 20:52:06.471135,B106,T51c14f
S12426a,Ac1c311,P105,8116.67,2025-03-15 08:52:06.471135,B102,T560871
S4ce83d,Ac1c311,P100,5054.63,2025-03-04 01:52:06.471135,B102,T560871
Sc64e98,A9449a5,P104,9910.28,2025-02-04 07:52:06.471135,B101,T53f16f
S23ef67,A4edf2f,P100,1542.07,2025-03-10 08:52:06.471135,B100,Tcd992c
S7e662f,A505270,P106,2899.23,2025-01-23 09:52:06.471135,B102,T560871
S2661bc,A32ac50,P106,2564.32,2025-01-16 20:52:06.471135,B104,T0c1ead
S4b8434,Ae2c296,P109,4676.66,2025-01-16 13:52:06.471135,B102,T74bf2a
Sd7f3f2,Ad90e4b,P107,1293.76,2025-02-25 22:52:06.471135,B109,T6b2b55
S6f47b7,A5a86ef,P106,7326.89,2025-03-27 22:52:06.471135,B108,Taca0a3
Sb85753,A5a86ef,P109,3100.81,2025-01-06 10:52:06.471135,B108,Taca0a3
Se01adc,A5217fe,P103,6950.65,2025-03-18 07:52:06.471135,B101,Tfe9c98
Seac0bf,Aa86f65,P102,5901.06,2025-02-19 16:52:06.471135,B109,T6b2b55
S9af9a8,A85ae7e,P105,1642.69,2025-01-30 17:52:06.471135,B102,T74bf2a
S53a166,Ad78b11,P103,7740.62,2025-02-05 08:52:06.471135,B100,T43fe72
S0d9bd8,Ae2c296,P107,2119.18,2025-02-02 03:52:06.471135,B102,T74bf2a
Se48959,Abd4eb1,P108,9484.09,2025-03-27 01:52:06.471135,B108,Tdeaf0d
S020828,Abef6a3,P103,6382.33,2025-02-21 15:52:06.471135,B106,T9316d4
S9d3d7d,A4edf2f,P100,3253.31,2025-02-07 08:52:06.471135,B100,Tcd992c
S613291,Aa54975,P102,8523.63,2025-01-26 10:52:06.471135,B105,T4ef091
S7a5364,Abef6a3,P102,6186.22,2025-03-23 21:52:06.471135,B106,T9316d4
S224d24,Aee0f1c,P103,6863.59,2025-02-26 05:52:06.471135,B108,Tdeaf0d
Sd339d9,Ae9d5ea,P109,4922.96,2025-01-20 07:52:06.471135,B108,Taca0a3
Sd33a6d,Ae136ae,P102,4131.65,2025-01-08 04:52:06.471135,B106,T51c14f
S31207c,Af07b98,P107,1941.4,2025-02-07 10:52:06.471135,B105,Tc64e08
Sb10c3c,A5fcf24,P104,7243.06,2025-02-08 02:52:06.471135,B109,Ta0b22b
S0b151f,A9f9ea4,P100,8322.09,2025-03-22 01:52:06.471135,B109,T6b2b55
S00ec2d,A7c5aa6,P102,3830.65,2025-02-23 15:52:06.471135,B105,T4ef091
S24980e,A505270,P103,8784.2,2025-01-11 01:52:06.471135,B102,T560871
S86d382,A9ace53,P101,5157.79,2025-03-22 06:52:06.471135,B104,Tc17519
S73ef76,A2dd334,P104,4256.01,2025-01-21 05:52:06.471135,B100,T43fe72
S5cf9b4,Ad78b11,P100,7839.91,2025-03-18 03:52:06.471135,B100,T43fe72
S90e2e2,A9449a5,P101,2179.12,2025-01-31 06:52:06.471135,B101,T53f16f
S555bdd,Aee0f1c,P105,5362.41,2025-02-22 11:52:06.471135,B108,Tdeaf0d
Sf91755,A62ae21,P108,8193.82,2025-03-18 08:52:06.471135,B104,T0c1ead
Sc7036c,Ad78b11,P101,5957.55,2025-01-16 22:52:06.471135,B100,T43fe72
S603857,Ae2c296,P107,3022.31,2025-02-17 15:52:06.471135,B102,T74bf2a
S5cb54c,A28a855,P103,6829.39,2025-02-24 16:52:06.471135,B100,Tcd992c
S659051,Ae2c296,P109,3626.75,2025-03-01 11:52:06.471135,B102,T74bf2a
S27d0a5,Aee0f1c,P105,9822.2,2025-02-19 04:52:06.471135,B108,Tdeaf0d
S6af568,A9f9ea4,P105,2301.78,2025-02-24 06:52:06.471135,B109,T6b2b55
Sfcd886,Ad50369,P105,7716.63,2025-03-14 05:52:06.471135,B106,T9316d4
S50a02e,Ae2c296,P109,7954.08,2025-01-04 21:52:06.471135,B102,T74bf2a
S680014,A9ace53,P105,3404.55,2025-02-09 05:52:06.471135,B104,Tc17519
Sce22a8,A6e30e4,P107,3687.0,2025-02-02 12:52:06.471135,B108,Tdeaf0d
S10825d,A2dd334,P107,5847.23,2025-01-16 03:52:06.471135,B100,T43fe72
S49e6a8,Aee0f1c,P105,7865.85,2025-02-08 06:52:06.471135,B108,Tdeaf0d
S7627b7,A9449a5,P104,8826.42,2025-02-23 23:52:06.471135,B101,T53f16f
S6212a7,A62ae21,P102,3102.06,2025-03-11 01:52:06.471135,B104,T0c1ead
S4aa628,A7c5aa6,P108,7702.35,2025-01-01 23:52:06.471135,B105,T4ef091
Sd04454,Ae136ae,P101,9895.73,2025-02-14 01:52:06.471135,B106,T51c14f
Sce70e8,Ad935af,P101,2136.22,2025-02-28 14:52:06.471135,B108,Tdeaf0d
S42dddd,A6deb32,P108,8867.71,2025-02-07 16:52:06.471135,B102,T560871
S937cbb,Ae2c296,P105,9193.98,2025-01-09 05:52:06.471135,B102,T74bf2a
S04660d,Ae9d5ea,P101,8838.4,2025-01-15 02:52:06.471135,B108,Taca0a3
S2c8aae,Ad50369,P105,8033.73,2025-01-06 04:52:06.471135,B106,T9316d4
S291d15,A505270,P103,7234.34,2025-02-09 08:52:06.471135,B102,T560871
S9d944c,Ae136ae,P101,8671.07,2025-01-06 23:52:06.471135,B106,T51c14f
Se2d886,A505270,P103,7468.46,2025-02-06 09:52:06.471135,B102,T560871
S136594,A1cdd49,P109,6557.14,2025-03-06 14:52:06.471135,B108,Taca0a3
Sfbad2a,A8089b0,P105,9288.36,2025-03-18 10:52:06.471135,B106,T51c14f
Sd6d893,A9449a5,P101,9805.04,2025-01-08 02:52:06.471135,B101,T53f16f
S8401e2,A5a869d,P109,7246.01,2025-02-21 18:52:06.471135,B108,Taca0a3
Sbf3964,A039264,P106,8165.29,2025-01-01 23:52:06.471135,B103,T3954bc
S60472f,A5a86ef,P106,4876.18,2025-02-11 00:52:06.471135,B108,Taca0a3
S1e9b81,A697fde,P103,6093.35,2025-03-05 02:52:06.471135,B103,T07a9d3
S2e848f,Ae9d5ea,P106,1710.72,2025-01-17 18:52:06.471135,B108,Taca0a3
Sca0247,Aa86f65,P101,3167.47,2025-03-17 10:52:06.471135,B109,T6b2b55
S0d24c8,Ad78b11,P101,5150.35,2025-01-14 20:52:06.471135,B100,T43fe72
S1d59ab,Ad935af,P109,7001.57,2025-02-23 21:52:06.471135,B108,Tdeaf0d
Se4260f,Abef6a3,P103,5919.38,2025-02-02 10:52:06.471135,B106,T9316d4
S39829c,Ac1c311,P100,9888.87,2025-02-22 00:52:06.471135,B102,T560871
S2e1de8,Af2ad56,P100,7212.82,2025-03-19 02:52:06.471135,B101,T53f16f
S870453,Af4a0a5,P102,9994.36,2025-02-03 19:52:06.471135,B100,T43fe72
S975739,Af4a0a5,P102,4432.28,2025-01-09 20:52:06.471135,B100,T43fe72
S0ff195,A1cdd49,P109,9934.23,2025-03-10 22:52:06.471135,B108,Taca0a3
S7bef09,Af2ad56,P100,4562.25,2024-12-30 10:52:06.471135,B101,T53f16f
Sba043e,Aecf2c7,P105,8004.8,2025-03-10 10:52:06.471135,B106,T9316d4
S720529,A9f9ea4,P105,5470.55,2025-03-15 12:52:06.471135,B109,T6b2b55
S149976,A5a86ef,P106,8217.39,2025-01-26 08:52:06.471135,B108,Taca0a3
Sd595c8,A28a855,P103,6588.02,2025-03-18 19:52:06.471135,B100,Tcd992c
S01e473,Ad90e4b,P101,9130.63,2025-03-17 16:52:06.471135,B109,T6b2b55
S1a9a62,Ad935af,P105,1300.28,2025-02-05 03:52:06.471135,B108,Tdeaf0d
S145575,A36a3b0,P103,9186.65,2025-01-12 15:52:06.471135,B101,Tfe9c98
Sb764f7,A9ace53,P105,2807.15,2025-02-18 18:52:06.471135,B104,Tc17519
Se6eefb,A5217fe,P103,9221.38,2025-03-05 05:52:06.471135,B101,Tfe9c98
S295621,Ae136ae,P105,9706.46,2025-01-29 04:52:06.471135,B106,T51c14f
S44ee6b,Ad90e4b,P100,5214.98,2025-02-08 16:52:06.471135,B109,T6b2b55
S2b0ad9,Ae136ae,P105,8741.27,2025-01-14 20:52:06.471135,B106,T51c14f
S561bb0,Adcd55f,P101,1812.73,2025-03-09 00:52:06.471135,B108,Taca0a3
S6f7a2e,Af4a0a5,P102,5829.15,2024-12-28 21:52:06.471135,B100,T43fe72
Sed46fb,A039264,P101,7741.1,2025-02-13 10:52:06.471135,B103,T3954bc
S7620d7,Ae9d5ea,P109,8401.76,2025-03-12 01:52:06.471135,B108,Taca0a3
S5921b6,Ad2722f,P107,3104.4,2025-01-10 10:52:06.471135,B105,T4ef091
S728f71,A992c40,P100,3952.06,2025-03-17 06:52:06.471135,B106,T9316d4
See6513,A8089b0,P103,1568.95,2025-01-25 09:52:06.471135,B106,T51c14f
S1cccc7,A6e30e4,P102,6843.16,2025-03-26 22:52:06.471135,B108,Tdeaf0d
S421b89,Abd4eb1,P109,9516.35,2025-01-13 14:52:06.471135,B108,Tdeaf0d
S6f7d99,A4a1537,P106,1874.73,2025-02-28 16:52:06.471135,B109,Ta0b22b
Sda075e,Aa86f65,P109,5082.79,2025-01-14 01:52:06.471135,B109,T6b2b55
S93e09a,A8ab9c9,P100,7539.39,2025-03-13 12:52:06.471135,B107,T1f4fa0
Sc54307,A697fde,P102,8503.24,2025-03-20 16:52:06.471135,B103,T07a9d3
S14f518,A1cdd49,P101,1294.45,2025-02-17 21:52:06.471135,B108,Taca0a3
S714af8,Ae136ae,P102,5002.26,2025-01-24 03:52:06.471135,B106,T51c14f
Sa79499,A5217fe,P101,9828.35,2025-02-11 16:52:06.471135,B101,Tfe9c98
S417150,A6deb32,P101,4228.06,2025-03-07 09:52:06.471135,B102,T560871
S894583,Af07b98,P107,9713.86,2025-01-31 19:52:06.471135,B105,Tc64e08
Sdd3c46,A62ae21,P105,2908.95,2025-01-08 10:52:06.471135,B104,T0c1ead
Sd99d68,A8ab9c9,P104,3192.12,2025-01-02 23:52:06.471135,B107,T1f4fa0
S9129d2,Ae136ae,P105,1617.49,2025-03-09 19:52:06.471135,B106,T51c14f
